,Set Name,Year,Auth,PR1,FR1.5,GOOD2,VG3,VG‑EX4,EX5,EX‑MT6,NM7,NM‑MT8,MINT9,GEM‑MT10,Total
833,Topps Allen & Ginter Its Your Special Day,2022,0,0,–,0,0,0,0,0,0,0,1,6,7
834,Topps Allen & Ginter Mini Artist Originals Sketch,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
835,Topps Allen & Ginter Mini DNA Relics,2022,0,0,–,0,0,0,0,1,0,2,1,0,4
836,Topps Allen & Ginter Mini Ducks,2022,0,0,–,0,0,0,0,0,0,0,0,3,3
837,Topps Allen & Ginter Mini Framed Relics,2022,0,0,–,0,0,0,0,2,4,9,40,15,70
838,Topps Allen & Ginter N43 Boxloader Autographs,2022,0,0,–,0,0,0,0,0,0,1,1,1,3
839,Topps Allen & Ginter N43 Boxloaders,2022,0,0,–,0,0,0,0,0,0,0,3,6,9
840,Topps Allen & Ginter Pitching A Gem,2022,0,0,–,0,0,0,0,1,2,8,38,94,143
841,Topps Allen & Ginter Rip,2022,0,0,–,0,0,0,0,0,2,13,20,8,43
842,Topps Allen & Ginter Rip Cards,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
843,Topps Allen & Ginter Rookie Design Variation Mini,2022,0,0,–,0,0,0,0,0,0,1,10,65,76
844,Topps Allen & Ginter Still Searching Mini,2022,0,0,–,0,0,0,0,0,0,0,0,6,6
845,Topps Allen & Ginter Time Out,2022,0,0,–,0,0,0,0,0,0,0,1,7,8
846,Topps Allen & Ginter What A Steal,2022,0,0,–,0,0,0,0,0,0,0,1,3,4
847,Topps Allen & Ginter What's Cookin,2022,0,0,–,0,0,0,0,0,0,0,0,13,13
848,Topps Allen & Ginter X,2022,1,0,–,0,0,0,0,1,6,46,231,194,479
849,Topps Allen & Ginter X Mini Framed Autographs,2022,2,0,–,0,0,0,0,5,1,21,44,6,79
850,Topps All-Star Alumni Commemorative Relics,2022,0,0,–,0,0,0,0,1,2,6,9,0,18
851,Topps All-Star Game Commemorative Patch,2022,0,0,–,0,0,0,0,0,0,0,1,0,1
852,Topps All-Star Game Fan Fest Exclusive,2022,0,0,–,0,0,0,0,0,1,0,17,33,51
853,Topps All-Star Game Stamped Bonus,2022,0,0,–,0,0,0,0,0,0,0,15,25,40
854,Topps Archives,2022,5,0,–,0,0,2,4,30,62,349,"1,855","2,019","4,326"
855,Topps Archives 1961 Topps MVP Autographs,2022,0,0,–,0,0,0,0,0,0,5,22,15,42
856,Topps Archives 1988 Topps Big Foil,2022,0,0,–,0,0,0,0,1,1,34,196,47,279
857,Topps Archives 1988 Topps Big Minis,2022,0,0,–,0,0,1,0,0,3,3,11,30,48
858,Topps Archives 1992 Topps MLB Debut Autographs,2022,1,0,–,0,0,0,0,0,2,7,41,76,127
859,Topps Archives 1993 Topps All-Stars Dual Autographs,2022,0,0,–,0,0,0,0,0,2,0,4,12,18
860,Topps Archives 2005 Topps Draft Picks Autographs,2022,0,0,–,0,0,0,0,1,7,4,29,49,90
861,Topps Archives Fan Favorites Autographs,2022,7,0,–,0,0,0,2,4,6,43,157,131,350
862,Topps Archives Oversized Topps Postcards,2022,0,0,–,0,0,0,0,0,0,0,1,0,1
863,Topps Archives Signature Series Active,2022,1,0,–,0,0,0,0,0,1,0,1,0,3
864,Topps Archives Signatures Series,2022,26,0,–,1,0,1,4,22,57,122,213,91,537
865,Topps Archives Snapshots,2022,4,0,–,0,0,0,1,0,2,16,120,226,369
866,Topps Archives Snapshots Picture Day,2022,0,0,–,0,0,0,0,0,0,2,7,20,29
867,Topps Archives Topps Postcards,2022,0,0,–,0,0,0,0,0,1,3,35,32,71
868,Topps Archives Topps Postcards Autographs,2022,1,0,–,0,0,0,0,1,1,16,32,8,59
869,Topps Baseball Stars Autographs,2022,5,0,–,0,0,1,2,18,75,153,225,234,713
870,Topps Batting Helmet Commemorative Relics,2022,0,0,–,0,0,0,2,5,9,7,1,0,24
871,Topps Black and White,2022,0,0,–,0,0,0,0,1,4,34,187,554,780
872,Topps Black and White Milestone Moment,2022,0,0,–,0,0,0,0,0,0,1,0,4,5
873,Topps Black and White Rookie Resolution,2022,0,0,–,0,0,0,0,0,1,0,22,81,104
874,Topps Black and White Vintage Vantage,2022,0,0,–,0,0,0,0,0,0,0,0,7,7
875,Topps Brooklyn Collection,2022,0,0,–,0,0,0,0,1,4,36,305,596,942
876,Topps Brooklyn Collection Autograph,2022,6,0,–,0,0,0,1,2,4,51,376,396,836
877,Topps Chrome,2022,27,0,–,1,5,10,46,159,184,"1,082","9,131","13,824","24,469"
878,Topps Chrome 1987 Topps Baseball,2022,5,0,–,0,3,9,22,51,69,335,"1,331",950,"2,775"
879,Topps Chrome 1987 Topps Baseball Autographs,2022,6,0,–,1,0,0,0,3,3,13,34,22,82
880,Topps Chrome Authentics Autograph Relics,2022,0,0,–,0,0,0,0,0,0,14,24,5,43
881,Topps Chrome Authentics Relics,2022,0,0,–,0,0,0,1,0,0,6,21,5,33
882,Topps Chrome Ben Baller,2022,4,1,–,0,0,1,6,47,135,183,"1,273","1,543","3,193"
883,Topps Chrome Ben Baller 1987 Topps,2022,0,0,–,0,0,1,0,5,4,36,512,777,"1,335"
884,Topps Chrome Ben Baller Autographs,2022,0,0,–,0,0,0,0,2,2,8,104,553,669
885,Topps Chrome Ben Baller Ben's Diamond Die-Cuts,2022,0,0,–,0,1,1,0,2,5,22,339,354,724
886,Topps Chrome Ben Baller Ridin' Low,2022,0,0,–,0,0,0,3,4,3,15,270,905,"1,200"
887,Topps Chrome Black,2022,1,0,–,0,0,2,4,23,25,176,"1,640","1,633","3,504"
888,Topps Chrome Black Autographs,2022,13,0,–,0,0,1,1,7,14,98,762,"1,329","2,225"
889,Topps Chrome Black Rookie Design Variations,2022,0,0,–,0,0,0,0,2,2,27,198,124,353
890,Topps Chrome Black Super Futures Autographs,2022,1,0,–,0,0,0,0,2,0,3,45,52,103
891,Topps Chrome Club Plaques Autographs,2022,7,0,–,0,0,0,0,3,4,23,95,16,148
892,Topps Chrome Club Threads,2022,0,0,–,0,0,0,0,0,0,2,12,6,20
893,Topps Chrome Dual Rookie Autographs,2022,0,0,–,0,0,0,0,0,0,0,3,0,3
894,Topps Chrome Employee Exclusive Autographs,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
895,Topps Chrome Future Stars,2022,0,0,–,0,0,0,2,0,3,10,40,87,142
896,Topps Chrome Future Stars Autographs,2022,1,0,–,0,0,0,0,0,1,7,29,13,51
897,Topps Chrome Heart of the City,2022,1,0,–,0,1,2,0,7,4,32,326,795,"1,168"
898,Topps Chrome Heart of the City Autographs,2022,3,0,–,0,0,0,0,2,1,7,68,32,113
899,Topps Chrome Logofractor Edition,2022,2,0,–,0,2,1,5,14,21,209,"2,119","3,668","6,041"
900,Topps Chrome Logofractor Edition Chrome Autographs,2022,1,0,–,0,0,1,0,1,4,23,251,234,515
901,Topps Chrome Logofractor Edition Future Stars,2022,0,0,–,0,0,0,1,6,13,22,151,370,563
902,Topps Chrome Logofractor Edition Future Stars Autographs,2022,0,0,–,0,0,0,0,0,1,2,27,24,54
903,Topps Chrome Logofractor Edition Pinstriped/Club Plaques,2022,0,0,–,0,0,0,0,0,0,6,72,34,112
904,Topps Chrome New Classics,2022,0,0,–,0,0,0,1,18,4,35,393,815,"1,266"
905,Topps Chrome Nippon Professional Baseball,2022,1,0,–,0,0,0,1,1,0,6,39,38,86
906,Topps Chrome Nippon Professional Baseball 1958 Topps Baseball,2022,0,0,–,0,0,0,0,0,0,11,14,10,35
907,Topps Chrome Nippon Professional Baseball Autographs,2022,0,0,–,0,0,0,0,0,0,0,4,0,4
908,Topps Chrome Nippon Professional Baseball Future Stars,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
909,Topps Chrome Nippon Professional Baseball Power Dynamics,2022,0,0,–,0,0,0,0,0,0,2,7,4,13
910,Topps Chrome Nippon Professional Baseball Power Dynamics (Chikara),2022,0,0,–,0,0,0,0,0,0,0,1,0,1
911,Topps Chrome Pinstriped/Club Plaques,2022,0,0,–,0,0,2,3,6,6,32,229,479,757
912,Topps Chrome Platinum Anniversary,2022,2,0,–,0,0,0,2,8,18,103,831,"1,003","1,967"
913,Topps Chrome Platinum Anniversary 1953 Topps Employee Short Prints,2022,0,0,–,0,0,0,0,0,0,0,1,1,2
914,Topps Chrome Platinum Anniversary Autograph,2022,2,0,–,0,2,0,1,1,2,21,161,126,316
915,Topps Chrome Rookie Autographs,2022,19,0,–,1,1,5,6,32,51,395,"3,400","2,880","6,790"
916,Topps Chrome Sapphire Edition,2022,1,0,–,0,0,5,11,40,11,51,622,"1,706","2,447"
917,Topps Chrome Sonic,2022,0,0,–,0,0,4,11,53,30,240,"1,171","1,164","2,673"
918,Topps Chrome Sonic 1996 Youthquake,2022,0,0,–,0,0,2,0,14,10,103,356,203,688
919,Topps Chrome Sonic Dual Autographs,2022,4,0,–,0,0,0,1,0,1,5,15,18,44
920,Topps Chrome Sonic Expose,2022,1,0,–,0,0,0,1,4,4,27,96,76,209
921,Topps Chrome Sonic Triple Autographs,2022,3,0,–,0,0,0,0,2,0,2,6,9,22
922,Topps Chrome Update,2022,31,0,–,0,1,11,67,250,233,"1,736","8,343","5,689","16,361"
923,Topps Chrome Update 2022 All-Star Game Chrome,2022,2,0,–,0,0,0,3,22,18,108,471,277,901
924,Topps Chrome Update 2022 All-Star Game Chrome Autograph,2022,2,0,–,0,0,0,0,0,0,8,86,58,154
925,Topps Chrome Update Autographs,2022,5,0,–,0,0,0,1,7,10,73,633,737,"1,466"
926,Topps Chrome Update Diamond Greats,2022,0,0,–,0,1,0,4,6,1,18,91,283,404
927,Topps Chrome Update Generation Now,2022,1,0,–,0,0,6,11,28,9,82,561,479,"1,177"
928,Topps Chrome Update Sapphire Edition,2022,2,0,–,0,0,2,7,18,38,266,"2,352","3,989","6,674"
929,Topps Chrome Update Sapphire Edition Rookie Autographs,2022,5,0,–,0,0,0,1,10,11,10,57,106,200
930,Topps Chrome Veteran Autographs,2022,12,1,–,0,0,0,3,5,5,92,649,477,"1,244"
931,Topps City Flag Commemorative Patch,2022,0,0,–,0,0,0,1,2,4,19,44,15,85
932,Topps Clearly Authentic 1955 Reimagining Autographs,2022,7,0,–,0,0,0,0,1,9,33,29,1,80
933,Topps Clearly Authentic 1987 Topps Baseball Autographs,2022,2,0,–,0,0,0,0,1,4,59,73,6,145
934,Topps Clearly Authentic Autographs,2022,8,0,–,0,0,0,0,4,19,90,69,1,191
935,Topps Clearly Authentic Generation Now Autographs,2022,2,0,–,0,0,0,0,0,2,22,29,2,57
936,Topps Clearly Authentic Topps Tek Autographs,2022,6,0,–,0,0,0,0,0,5,64,87,8,170
937,Topps Colorado Rockies,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
938,Topps Complete Set,2022,8,0,–,0,1,5,21,48,80,347,"2,302","2,969","5,781"
939,Topps Complete Set Chrome Rookie Autograph Relic,2022,0,0,–,0,0,0,0,0,0,1,2,0,3
940,Topps Complete Set Chrome Rookie Relic,2022,0,0,–,0,0,0,1,2,2,14,26,15,60
941,Topps Cosmic Chrome,2022,1,0,–,1,2,8,20,40,38,98,923,"5,393","6,524"
942,Topps Cosmic Chrome Autographs,2022,2,0,–,0,0,1,1,2,0,12,287,492,797
943,Topps Cosmic Chrome Launched Into Orbit Die-Cut,2022,0,0,–,0,0,1,1,6,1,13,207,888,"1,117"
944,Topps Cosmic Chrome Launched Into Orbit Die-Cut Autographs,2022,1,0,–,0,0,0,1,1,0,2,31,26,62
945,Topps Cosmic Chrome Rocket Arms,2022,0,0,–,0,0,0,0,0,0,0,6,27,33
946,Topps Cosmic Chrome Star Gaze,2022,0,0,–,0,0,0,0,0,0,5,40,107,152
947,Topps Cosmic Chrome Star Gaze Autographs,2022,1,0,–,0,0,0,0,0,0,1,52,63,117
948,Topps Cosmic Chrome Supernova,2022,0,0,–,0,0,0,1,0,1,9,140,158,309
949,Topps Cosmic Chrome Youth Invasion Die-Cut,2022,0,0,–,0,1,0,3,4,3,7,56,80,154
950,Topps Cut Signatures,2022,1,0,–,0,0,0,0,0,0,1,2,0,4
951,Topps Definitive Autographed Relic Collection,2022,5,0,–,0,0,0,1,0,2,16,71,64,159
952,Topps Definitive Definitive Autograph Collection,2022,1,0,–,0,0,0,0,0,0,3,31,40,75
953,Topps Definitive Definitive Autograph Relic Collection,2022,7,0,–,0,0,0,0,0,1,6,50,75,139
954,Topps Definitive Definitive Cut Signatures,2022,0,0,–,0,0,0,0,0,0,1,3,7,11
955,Topps Definitive Definitive Helmet Collection,2022,0,0,–,0,0,0,0,0,0,1,0,0,1
956,Topps Definitive Definitive Nameplate Collection 1/1,2022,0,0,–,0,0,0,0,0,0,0,4,12,16
957,Topps Definitive Definitive Rookie Autographs,2022,3,0,–,0,0,0,0,0,4,37,127,34,205
958,Topps Definitive Definitive Trios Autographs,2022,1,0,–,0,0,0,0,0,1,3,24,40,69
959,Topps Definitive Defintive Autographed Ultra Patch Collection,2022,0,0,–,0,0,0,0,0,0,0,2,1,3
960,Topps Definitive Defintive Patch Collection,2022,0,0,–,0,0,0,0,0,0,0,1,0,1
961,Topps Definitive Dual Autograph Collection,2022,2,0,–,0,0,0,0,0,0,7,47,91,147
962,Topps Definitive Dual Autographed Relic Collection,2022,0,0,–,0,0,0,0,0,2,15,35,25,77
963,Topps Definitive Framed Autograph Collection,2022,1,0,–,0,0,0,0,0,0,13,64,19,97
964,Topps Definitive Framed Autograph Patch Collection,2022,1,0,–,0,0,0,0,1,1,8,34,12,57
965,Topps Definitive Legendary Autograph Collection,2022,2,0,–,0,0,0,0,0,1,0,22,46,71
966,Topps Definitive Protectors at the Plate Autographed Relics,2022,0,0,–,0,0,0,0,0,2,0,0,0,2
967,Topps Definitive Protectors at the Plate Relics,2022,0,0,–,0,0,0,0,0,0,0,2,0,2
968,Topps Derby Duel Challenge Winner,2022,0,0,–,0,0,0,0,0,0,2,6,11,19
969,Topps Detroit Tigers: Autographs for A Cause,2022,2,0,–,0,0,0,0,0,0,3,3,3,11
970,Topps Diamond Greats Die-Cuts,2022,0,0,–,0,0,1,1,8,2,23,141,399,575
971,Topps Diamond Icons Autographed Diamond in the Rough Relics,2022,0,0,–,0,0,0,0,0,0,1,1,0,2
972,Topps Diamond Icons Autographed Diamond Relics,2022,0,0,–,0,0,0,0,0,1,2,12,1,16
973,Topps Diamond Icons Autographed Jumbo Patch,2022,2,0,–,0,0,0,0,0,3,21,44,5,75
974,Topps Diamond Icons Autographed Preeminent Pieces Relics,2022,1,0,–,0,0,0,0,0,1,0,2,0,4
975,Topps Diamond Icons Autographs,2022,3,0,–,0,0,0,0,1,3,42,107,29,185
976,Topps Diamond Icons Cut Signatures,2022,0,0,–,0,0,0,0,0,1,6,17,11,35
977,Topps Diamond Icons Diamond Icons Autographs,2022,1,0,–,0,0,0,0,2,6,32,83,17,141
978,Topps Diamond Icons Diamond in the Rough Relics,2022,0,0,–,0,0,0,0,0,0,1,0,0,1
979,Topps Diamond Icons Diamond Relics,2022,1,0,–,0,0,0,0,0,0,2,5,1,9
980,Topps Diamond Icons Dual Player Autographed Dual Relics,2022,0,0,–,0,0,0,0,0,1,4,7,3,15
981,Topps Diamond Icons Icons of the Diamond Autographs,2022,3,0,–,0,0,0,0,1,2,67,33,2,108
982,Topps Diamond Icons Immortal Cut Signatures,2022,0,0,–,0,0,0,0,0,0,1,3,1,5
983,Topps Diamond Icons MLB Silhouetted Batter Logo Patch 1/1,2022,0,0,–,0,0,0,0,0,2,0,2,0,4
984,Topps Diamond Icons Preeminent Pieces Relics,2022,0,0,–,0,0,0,0,0,0,3,2,1,6
985,Topps Diamond Icons Red Ink Autographs,2022,1,0,–,0,0,0,0,1,2,27,80,13,124
986,Topps Diamond Icons Silver Ink Autographs,2022,1,0,–,0,0,0,1,1,1,20,47,1,72
987,Topps Diamond Icons Single Player Autographed Dual Relics,2022,1,0,–,0,0,0,0,0,1,4,10,4,20
988,Topps Diamond Icons Single Player Autographed Relics,2022,0,0,–,0,0,0,0,0,2,13,29,10,54
989,Topps Diamond Icons Single Player Dual Team Autographed Relics,2022,0,0,–,0,0,0,0,0,3,1,7,2,13
990,Topps Diamond Icons Single Player Relics,2022,1,0,–,0,0,0,1,1,1,9,20,1,34
991,Topps Dynamic Duals,2022,2,0,–,0,0,0,0,2,1,2,59,272,338
992,Topps Dynamic Duals Future Forward,2022,0,0,–,0,0,0,0,0,0,0,1,2,3
993,Topps Dynamic Duals Milestone Meetup,2022,0,0,–,0,0,0,0,0,0,1,2,6,9
994,Topps Dynamic Duals Talk of the Town,2022,0,0,–,0,0,0,0,0,0,0,4,28,32
995,Topps Dynasty Autographed Batting Glove,2022,0,0,–,0,0,0,0,0,0,1,4,1,6
996,Topps Dynasty Autographed Dual Relics,2022,0,0,–,0,0,0,1,0,0,2,4,1,8
997,Topps Dynasty Autographed Jumbo Patch,2022,1,0,–,0,0,0,0,0,0,1,5,1,8
998,Topps Dynasty Autographed Patch,2022,1,0,–,0,0,0,1,4,6,30,109,40,191
999,Topps Dynasty Autographed Special Event Baseball Leather,2022,0,0,–,0,0,0,0,0,0,1,2,0,3
1000,Topps Dynasty Cut Signatures,2022,0,0,–,0,0,0,0,0,0,0,2,2,4
1001,Topps Dynasty Dual Autographed Patch,2022,0,0,–,0,0,0,1,0,0,1,1,0,3
1002,Topps Dynasty Triple Autographed Patch,2022,0,0,–,0,0,0,0,0,0,0,1,0,1
1003,Topps Finest,2022,5,0,–,0,5,6,23,72,41,390,"2,080","3,307","5,929"
1004,Topps Finest 1994 Finest Conerstones,2022,0,0,–,0,0,0,0,1,2,14,77,42,136
1005,Topps Finest 1994 Finest Conerstones Autographs,2022,1,0,–,0,0,0,0,1,1,8,57,20,88
1006,Topps Finest Aura of Excellence,2022,0,0,–,0,0,1,2,9,3,11,71,134,231
1007,Topps Finest Aura of Excellence Autographs,2022,0,0,–,0,0,0,0,0,0,1,42,57,100
1008,Topps Finest Finest Autographs,2022,5,0,–,0,0,0,0,3,4,46,588,897,"1,543"
1009,Topps Finest Finest Career Die-Cuts,2022,0,0,–,0,0,0,0,2,1,2,32,24,61
1010,Topps Finest Finest Career Die-Cuts Autographs,2022,0,0,–,0,0,0,0,0,0,1,1,0,2
1011,Topps Finest Finest Moments Autographs,2022,3,0,–,0,0,0,0,1,1,14,118,163,300
1012,Topps Finest Finest Rookie Design Variations,2022,0,0,–,0,0,0,0,7,2,26,139,41,215
1013,Topps Finest Finest Rookie Design Variations Autographs,2022,0,0,–,0,0,0,1,0,2,9,109,67,188
1014,Topps Finest Flashbacks,2022,3,0,–,0,3,6,7,24,25,114,"1,192","2,364","3,738"
1015,Topps Finest Flashbacks 1995 Finest Autograph,2022,1,0,–,0,0,0,1,1,5,16,189,156,369
1016,Topps Finest Flashbacks 1995 Finest Autograph Buybacks,2022,1,0,–,0,0,0,0,0,0,2,2,0,5
1017,Topps Finest Flashbacks Flame Throwers,2022,0,0,–,0,0,0,0,0,0,0,17,76,93
1018,Topps Finest Flashbacks Flame Throwers Autographs,2022,0,0,–,0,0,0,0,0,0,0,4,5,9
1019,Topps Finest Flashbacks Power Kings,2022,0,0,–,0,0,0,0,1,5,7,36,40,89
1020,Topps Finest Flashbacks Power Kings Autographs,2022,0,0,–,0,0,0,0,0,0,0,9,2,11
1021,Topps Finest Originals Buyback Autographs,2022,0,0,–,0,0,0,0,1,1,3,7,0,12
1022,Topps Fire,2022,2,0,–,0,0,0,0,7,24,226,958,411,"1,628"
1023,Topps Fire Dual Autographs,2022,2,0,–,0,0,0,0,0,0,2,7,8,19
1024,Topps Fire Fire Autographs,2022,6,0,–,0,0,0,0,1,7,36,290,219,559
1025,Topps Fire Fired Up,2022,0,0,–,0,0,0,1,3,2,27,133,39,205
1026,Topps Fire Flame Throwers,2022,0,0,–,0,0,1,0,0,2,2,27,40,72
1027,Topps Fire Flippin' Out,2022,0,0,–,0,0,0,0,0,0,1,52,75,128
1028,Topps Fire on Fire,2022,0,0,–,0,0,2,2,5,15,98,208,38,368
1029,Topps Fire Scorching Signatures,2022,1,0,–,0,0,0,0,0,5,17,29,1,53
1030,Topps Fire to the Moon,2022,0,0,–,0,0,0,0,0,0,15,91,485,591
1031,Topps Fire Triple Autographs,2022,1,0,–,0,0,0,0,0,0,0,2,3,6
1032,Topps Five Star Autographed Jumbo Prime Relics,2022,4,0,–,0,0,0,0,1,5,40,37,3,90
1033,Topps Five Star Autographs,2022,16,0,–,0,0,0,4,12,55,240,188,15,530
1034,Topps Five Star Baseball Royalty Autographs,2022,3,0,–,0,0,0,0,0,2,12,13,0,30
1035,Topps Five Star Celebrity Cut Signatures,2022,0,0,–,0,0,0,0,0,0,1,0,0,1
1036,Topps Five Star Cut Signatures,2022,0,0,–,0,0,0,0,0,0,3,8,1,12
1037,Topps Five Star Dual Autographs,2022,0,0,–,0,0,0,0,0,0,7,3,0,10
1038,Topps Five Star Five Star Triple Autographs,2022,0,0,–,0,0,0,0,1,0,0,0,0,1
1039,Topps Five Star Five Stars Autographs,2022,0,0,–,0,0,0,0,0,0,1,1,0,2
1040,Topps Five Star Five Tool Phenom Autographs,2022,3,0,–,0,0,0,0,1,1,6,12,0,23
1041,Topps Five Star Golden Graphs,2022,1,0,–,0,0,0,0,1,4,8,18,0,32
1042,Topps Five Star Pentamerous Penmanship,2022,0,0,–,0,0,0,0,1,5,27,11,0,44
1043,Topps Five Star Pentamerous Penmanship Dual,2022,1,0,–,0,0,0,0,0,0,0,0,0,1
1044,Topps Five Star Signatures,2022,1,0,–,0,0,0,0,0,1,15,22,1,40
1045,Topps Five Star Silver Signatures,2022,0,0,–,0,0,0,2,1,2,12,10,1,28
1046,Topps Flashiest Feet,2022,0,0,–,0,0,0,0,2,3,22,67,24,118
1047,Topps Fresh Faces,2022,0,0,–,0,0,0,0,1,1,30,62,9,103
1048,Topps Gallery,2022,14,0,–,1,0,0,3,17,25,172,983,"1,099","2,314"
1049,Topps Gallery Gallery Autographs,2022,5,0,–,1,0,0,2,8,33,161,162,13,385
1050,Topps Gallery Gallery of Heroes,2022,0,0,–,0,0,0,0,0,0,4,71,109,184
1051,Topps Gallery Masterstrokes,2022,0,0,–,0,0,0,0,0,1,20,37,6,64
1052,Topps Gallery Modern Artists,2022,0,0,–,0,0,0,1,1,7,38,86,75,208
1053,Topps Gallery Next Wave,2022,1,0,–,0,0,0,0,0,5,30,135,43,214
1054,Topps Gallery Portrait Gallery,2022,0,0,–,0,0,0,0,1,3,23,84,107,218
1055,Topps Gallery Sketch,2022,0,0,–,0,0,0,0,1,0,0,0,0,1
1056,Topps Gallery Work of Art Rookie Card,2022,0,0,–,0,0,0,0,0,0,5,15,19,39
1057,Topps Game Within the Game,2022,1,0,–,0,0,0,1,3,4,36,412,"1,859","2,316"
1058,Topps Generation Now,2022,1,0,–,0,0,0,1,7,17,165,402,103,696
1059,Topps Gilded Collection,2022,2,0,–,0,0,0,3,2,4,42,579,"1,901","2,533"
1060,Topps Gilded Collection Cut Signatures 1/1,2022,4,0,–,0,0,0,0,0,1,0,1,0,6
1061,Topps Gilded Collection Gold Framed Hall of Famers Autographs,2022,2,0,–,0,0,0,0,2,4,35,123,20,186
1062,Topps Gilded Collection Gold Framed Hall of Famers Plaque Autographs,2022,4,0,–,0,0,0,0,2,1,18,57,9,91
1063,Topps Gilded Collection Topps Chrome Cast in Gold Autographs,2022,1,0,–,0,0,0,1,2,1,11,134,255,405
1064,Topps Gilded Collection Topps Chrome Gold Etch Autographs,2022,4,0,–,1,0,3,1,5,4,31,366,654,"1,069"
1065,Topps Gold Label,2022,1,0,–,0,0,0,2,6,37,265,975,284,"1,570"
1066,Topps Gold Label Auric Framed Autographs,2022,1,0,–,0,0,0,0,0,0,2,8,0,11
1067,Topps Gold Label Framed Autographs,2022,3,0,–,0,0,0,0,5,15,50,221,41,335
1068,Topps Gold Label Framed Dual Autographs,2022,0,0,–,0,0,0,0,0,1,2,5,2,10
1069,Topps Gold Label Framed Gold Prospect Autograph Relics,2022,0,0,–,0,0,0,0,0,0,1,2,1,4
1070,Topps Gold Label Gold Prospect Relics,2022,0,0,–,0,0,0,0,0,3,3,8,2,16
1071,Topps Gold Label Golden Greats Framed Autograph Jumbo Relics,2022,0,0,–,0,0,0,0,1,0,5,13,0,19
1072,Topps Gold Label MLB Legends Relics,2022,0,0,–,0,0,0,0,0,5,9,5,0,19
1073,Topps Gypsy Queen,2022,3,0,–,0,0,0,3,11,14,148,641,706,"1,526"
1074,Topps Gypsy Queen Astrological Chrome Autographs,2022,0,0,–,0,0,0,0,0,0,0,4,17,21
1075,Topps Gypsy Queen Autograph Garments,2022,0,0,–,0,0,0,0,0,0,0,3,0,3
1076,Topps Gypsy Queen Autographed Lineup,2022,0,0,–,0,0,0,0,0,0,1,1,0,2
1077,Topps Gypsy Queen Autographs,2022,13,0,–,0,0,0,1,6,10,51,306,429,816
1078,Topps Gypsy Queen Chrome Autographs,2022,1,0,–,0,0,0,0,0,0,1,7,12,21
1079,Topps Gypsy Queen Crystal Gazing Die-Cut,2022,0,0,–,0,0,0,0,0,2,5,35,63,105
1080,Topps Gypsy Queen GQ Gem Mini Autographs,2022,1,0,–,0,0,0,0,0,6,12,6,0,25
1081,Topps Gypsy Queen GQ Gems Minis,2022,1,0,–,0,0,0,1,0,3,22,60,110,197
1082,Topps Gypsy Queen Image Variation Autographs,2022,0,0,–,0,0,0,0,0,2,5,13,5,25
1083,Topps Gypsy Queen Mini Rookie Autographs,2022,0,0,–,0,0,0,0,0,2,3,5,6,16
1084,Topps Gypsy Queen Pull-Up Sock Autograph Relics,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
1085,Topps Heritage,2022,38,0,–,1,2,4,13,94,351,"2,271","6,711","3,292","12,777"
1086,Topps Heritage 1973 Cut Signatures,2022,1,0,–,0,0,0,0,0,0,2,1,0,4
1087,Topps Heritage 1973 Mint Relics,2022,0,0,–,0,0,0,1,1,1,2,2,0,7
1088,Topps Heritage 1973 Topps Candy Lids,2022,0,0,–,0,0,0,0,0,0,4,13,11,28
1089,Topps Heritage 1973 Topps Comics,2022,0,0,–,0,0,0,0,0,2,26,82,12,122
1090,Topps Heritage 1973 Topps Pin-Ups Posters,2022,0,0,–,0,0,0,0,1,0,2,5,0,8
1091,Topps Heritage 1973 Topps Venezuela Stamps,2022,0,0,–,0,0,0,0,3,21,34,17,3,78
1092,Topps Heritage 1973 U.S. Postage Stamp Relics,2022,0,0,–,0,0,0,0,1,0,3,6,2,12
1093,Topps Heritage 50th Anniversary Buybacks,2022,0,0,–,0,1,0,2,0,0,0,0,0,3
1094,Topps Heritage Baseball Flashbacks,2022,1,0,–,0,0,0,0,0,0,1,11,8,21
1095,Topps Heritage Clubhouse Collection Autographed Relics,2022,1,0,–,0,0,0,0,0,0,4,8,2,15
1096,Topps Heritage Clubhouse Collection Dual Autographed Relics,2022,0,0,–,0,0,0,0,0,0,1,2,0,3
1097,Topps Heritage Clubhouse Collection Dual Relics,2022,0,0,–,0,0,0,0,1,2,5,8,3,19
1098,Topps Heritage Clubhouse Collection Quad Relics,2022,0,0,–,0,0,0,0,0,1,0,1,0,2
1099,Topps Heritage Clubhouse Collection Relics,2022,0,0,–,0,0,1,3,7,9,39,96,80,235
1100,Topps Heritage Clubhouse Collection Triple Relics,2022,0,0,–,0,0,0,0,1,0,0,1,0,2
1101,Topps Heritage Flashbacks Autographed Relics,2022,0,0,–,0,0,0,0,0,1,2,1,0,4
1102,Topps Heritage High Number 1973 MLB All-Star Game Highlights,2022,0,0,–,0,0,0,0,0,0,0,4,31,35
1103,Topps Heritage High Number 1973 MLB All-Star Game Highlights Autographs,2022,0,0,–,0,0,0,0,0,0,2,5,1,8
