,Set Name,Year,Auth,PR1,FR1.5,GOOD2,VG3,VG‑EX4,EX5,EX‑MT6,NM7,NM‑MT8,MINT9,GEM‑MT10
19035,Topps Jackie Robinson Day Commemorative Logo Patch Autographs,2017-01-01,0,0,–,0,0,1,2,1,1,0,2,4
19036,Topps Jackie Robinson Day Commemorative Logo Patches,2017-01-01,0,0,–,0,0,1,3,1,7,21,34,46
19037,Topps Limited Edition,2017-01-01,0,0,–,0,0,0,0,2,2,46,231,164
19038,Topps los Angeles Angels,2017-01-01,1,0,–,0,0,0,0,0,1,4,5,2
19039,Topps los Angeles Dodgers,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19040,Topps Luminaries Cut Signature Relics 1/1,2017-01-01,0,0,–,0,0,0,0,0,0,2,2,0
19041,Topps Luminaries Cut Signatures 1/1,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,3
19042,Topps Luminaries Hit Kings Autograph Patches,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,3
19043,Topps Luminaries Hit Kings Autograph Relics,2017-01-01,0,0,–,0,0,0,1,0,0,2,10,13
19044,Topps Luminaries Hit Kings Autographs,2017-01-01,1,0,–,0,0,0,1,0,1,3,17,39
19045,Topps Luminaries Home Run Kings Autograph Patches,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,3
19046,Topps Luminaries Home Run Kings Autograph Relics,2017-01-01,1,0,–,0,0,0,0,0,2,2,7,6
19047,Topps Luminaries Home Run Kings Autographs,2017-01-01,0,0,–,0,0,0,0,0,1,3,18,30
19048,Topps Luminaries Masters of the Mound Autographs,2017-01-01,0,0,–,0,0,0,0,0,0,3,3,6
19049,Topps Luminaries Masters of the Mound Autographs Relics,2017-01-01,0,0,–,0,0,0,0,0,0,1,4,1
19050,Topps Major League Material Autograph Relics,2017-01-01,0,0,–,0,0,0,0,0,0,10,5,9
19051,Topps Major League Material Relics,2017-01-01,1,0,–,0,0,0,0,0,1,7,22,38
19052,Topps Major League Milestone Relics,2017-01-01,0,0,–,0,0,0,0,0,1,1,1,3
19053,Topps Major League Milestones,2017-01-01,0,0,–,0,0,0,0,0,0,2,3,51
19054,Topps Major League Milestones Autographs,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,0
19055,Topps Memorable Moments,2017-01-01,0,0,–,0,0,0,0,2,1,10,22,99
19056,Topps Memorable Moments Relic,2017-01-01,0,0,–,0,0,0,0,1,0,0,4,8
19057,Topps MLB All-Star Game Commemorative Logo Patch,2017-01-01,0,0,–,0,0,0,0,0,0,4,4,7
19058,Topps MLB All-Star Team Medallion Autographs,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19059,Topps MLB All-Star Team Medallion Relics,2017-01-01,1,0,–,0,0,0,0,0,1,7,6,7
19060,Topps MLB Awards,2017-01-01,1,0,–,0,0,0,0,2,2,16,61,126
19061,Topps MLB Network,2017-01-01,1,0,–,0,0,0,0,0,0,2,2,1
19062,Topps MLB Spring Training Commemorative Logo Patch Autographs,2017-01-01,0,0,–,0,0,0,0,0,0,1,4,0
19063,Topps MLB Spring Training Commemorative Logo Patch Relics,2017-01-01,0,0,–,0,0,0,0,0,0,5,10,5
19064,Topps Museum Collection,2017-01-01,0,0,–,0,0,0,1,6,3,44,200,199
19065,Topps Museum Collection Archival Autograph,2017-01-01,1,0,–,0,0,0,0,0,6,28,67,33
19066,Topps Museum Collection Canvas Collection Reprints,2017-01-01,0,0,–,0,0,0,0,0,1,1,10,41
19067,Topps Museum Collection Canvas Reprints 5X7 Gold Edition,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,1
19068,Topps Museum Collection Dual Autographs,2017-01-01,1,0,–,0,0,0,0,0,3,2,11,1
19069,Topps Museum Collection Framed Autograph,2017-01-01,0,0,–,0,0,0,0,0,5,10,34,8
19070,Topps Museum Collection Jumbo Lumber Bat Nameplate Relic 1/1,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,1
19071,Topps Museum Collection Meaningful Material,2017-01-01,0,0,–,0,0,1,0,0,3,6,6,2
19072,Topps Museum Collection Momentous Material Laundry Tag Relic,2017-01-01,0,0,–,0,0,0,0,0,0,0,4,0
19073,Topps Museum Collection Momentous Materials Jumbo Patch,2017-01-01,0,0,–,0,0,0,1,0,0,0,1,0
19074,Topps Museum Collection Momentous Materials Jumbo Patch Autographs,2017-01-01,2,0,–,0,0,0,0,2,3,3,14,10
19075,Topps Museum Collection Momentous Materials Jumbo Patch Relics,2017-01-01,0,0,–,0,0,0,0,0,2,0,0,0
19076,Topps Museum Collection Museum Memorabilia,2017-01-01,0,0,–,0,0,1,0,0,1,0,0,1
19077,Topps Museum Collection Premium Prints Autographs,2017-01-01,0,0,–,0,0,0,0,0,0,4,5,2
19078,Topps Museum Collection Primary Pieces Legends Quad Relics,2017-01-01,0,0,–,0,0,0,0,0,0,0,2,0
19079,Topps Museum Collection Primary Pieces Quad Relics,2017-01-01,0,0,–,0,0,0,0,0,0,2,10,3
19080,Topps Museum Collection Primary Pieces Single Player Quad Relics,2017-01-01,0,0,–,0,0,0,0,1,0,7,10,1
19081,Topps Museum Collection Primary Pieces Wbc Patch,2017-01-01,0,0,–,0,0,0,1,0,0,2,2,3
19082,Topps Museum Collection Primary Pieces Wbc Quad Relics,2017-01-01,0,0,–,0,0,0,0,0,1,1,7,2
19083,Topps Museum Collection Signature Swatches Dual Relic,2017-01-01,1,0,–,0,0,0,1,2,3,14,28,28
19084,Topps Museum Collection Signature Swatches Triple Relic,2017-01-01,0,0,–,0,0,0,0,1,0,4,13,11
19085,Topps Museum Collection Triple Autographs,2017-01-01,1,0,–,0,0,0,0,1,0,1,0,1
19086,Topps National Baseball Card Day,2017-01-01,0,0,–,0,0,0,0,2,4,14,94,195
19087,Topps National Baseball Card Day Atlanta Braves,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,1
19088,Topps National Baseball Card Day Autograph,2017-01-01,0,0,–,0,0,0,0,0,0,0,3,8
19089,Topps National Baseball Card Day Boston Red Sox,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,1
19090,Topps National Baseball Card Day Chicago White Sox,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,2
19091,Topps National Baseball Card Day Cleveland Indians,2017-01-01,0,0,–,0,0,0,0,1,0,0,2,4
19092,Topps National Baseball Card Day Colorado Rockies,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19093,Topps National Baseball Card Day Houston Astros,2017-01-01,0,0,–,0,0,0,0,0,0,0,2,1
19094,Topps National Baseball Card Day los Angeles Angels,2017-01-01,0,0,–,0,0,0,0,0,0,2,1,2
19095,Topps National Baseball Card Day Minnesota Twins,2017-01-01,1,0,–,0,0,0,0,0,0,0,0,0
19096,Topps National Baseball Card Day New York Yankees,2017-01-01,0,0,–,0,0,1,0,1,0,6,25,75
19097,Topps National Baseball Card Day Pittsburgh Pirates,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,4
19098,Topps National Baseball Card Day San Francisco Giants,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,2
19099,Topps National Convention Autograph,2017-01-01,0,0,–,0,0,0,0,0,0,0,3,1
19100,Topps National League Standouts,2017-01-01,0,0,–,0,0,0,0,0,1,0,4,34
19101,Topps National Sports Collectors Convention 1987 VIP,2017-01-01,0,0,–,0,0,0,0,0,0,1,25,60
19102,Topps New Era,2017-01-01,0,0,–,0,0,0,0,0,0,6,22,13
19103,Topps New York Mets,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19104,Topps New York Yankees,2017-01-01,11,0,–,0,0,0,3,5,8,43,310,344
19105,Topps Now,2017-01-01,131,0,–,0,0,2,4,16,39,274,"2,007","9,972"
19106,Topps Now Alcsb Bonus,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19107,Topps Now All-Star Platinum Member,2017-01-01,0,0,–,0,0,0,0,0,0,0,6,13
19108,Topps Now American League All-Star Team,2017-01-01,1,0,–,0,0,0,0,2,3,10,47,122
19109,Topps Now Best Moments,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19110,Topps Now Card of the Month,2017-01-01,0,0,–,0,0,0,1,0,0,2,31,231
19111,Topps Now Home Run Derby,2017-01-01,0,0,–,0,0,1,0,0,1,5,66,595
19112,Topps Now Houston Astros World Series Champions,2017-01-01,0,0,–,0,0,0,0,0,1,10,77,222
19113,Topps Now Intern,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,2
19114,Topps Now National League All-Star Team,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,7
19115,Topps Now Nlcs Bonus,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,2
19116,Topps Now Off-Season,2017-01-01,85,0,–,0,1,0,1,4,15,69,834,"2,696"
19117,Topps Now Off-Season Bonus,2017-01-01,0,0,–,0,0,0,0,0,0,3,42,230
19118,Topps Now Platinum Member Autograph,2017-01-01,0,0,–,0,0,0,0,0,0,0,5,7
19119,Topps Now Players Weekend,2017-01-01,0,0,–,0,0,0,0,1,0,6,44,183
19120,Topps Now Players Weekend Promo,2017-01-01,0,0,–,0,0,0,0,0,0,1,2,24
19121,Topps Now Players Weekend Relics,2017-01-01,1,0,–,0,0,0,0,0,0,2,10,8
19122,Topps Now Postseason,2017-01-01,0,0,–,0,0,0,0,0,2,11,53,307
19123,Topps Now Postseason Boston Red Sox,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,2
19124,Topps Now Postseason los Angeles Dodgers,2017-01-01,0,0,–,0,0,0,0,0,0,0,2,1
19125,Topps Now Postseason Washington Nationals,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19126,Topps Now Road to Opening Day,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19127,Topps Now Road to Opening Day Atlanta Braves,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,4
19128,Topps Now Road to Opening Day Baltimore Orioles,2017-01-01,0,0,–,0,0,0,0,0,0,1,0,5
19129,Topps Now Road to Opening Day Boston Red Sox,2017-01-01,0,0,–,0,0,0,0,0,0,0,4,41
19130,Topps Now Road to Opening Day Boston Red Sox Autographs,2017-01-01,1,0,–,0,0,0,0,1,0,2,2,6
19131,Topps Now Road to Opening Day Chicago Cubs,2017-01-01,0,0,–,0,0,1,0,1,0,0,9,32
19132,Topps Now Road to Opening Day Chicago White Sox,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,8
19133,Topps Now Road to Opening Day Cincinnati Reds,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19134,Topps Now Road to Opening Day Colorado Rockies,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,3
19135,Topps Now Road to Opening Day Detroit Tigers,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19136,Topps Now Road to Opening Day Houston Astros,2017-01-01,0,0,–,0,0,0,0,0,0,2,4,14
19137,Topps Now Road to Opening Day los Angeles Angels,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,2
19138,Topps Now Road to Opening Day los Angeles Dodgers,2017-01-01,0,0,–,0,0,0,0,0,0,0,2,10
19139,Topps Now Road to Opening Day Miami Marlins,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,4
19140,Topps Now Road to Opening Day Milwaukee Brewers,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,1
19141,Topps Now Road to Opening Day Minnesota Twins,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,8
19142,Topps Now Road to Opening Day New York Mets,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19143,Topps Now Road to Opening Day New York Yankees,2017-01-01,0,0,–,0,0,0,0,0,0,1,5,18
19144,Topps Now Road to Opening Day Oakland Athletics,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,2
19145,Topps Now Road to Opening Day Philadelphia Phillies,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,3
19146,Topps Now Road to Opening Day Pittsburgh Pirates,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,17
19147,Topps Now Road to Opening Day Pittsburgh Pirates Autographs,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,3
19148,Topps Now Road to Opening Day San Diego Padres,2017-01-01,0,0,–,0,0,0,0,0,0,0,2,11
19149,Topps Now Road to Opening Day San Francisco Giants,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,3
19150,Topps Now Road to Opening Day Seattle Mariners,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,3
19151,Topps Now Road to Opening Day St. Louis Cardinals,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19152,Topps Now Road to Opening Day Tampa Bay Rays,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19153,Topps Now Road to Opening Day Washington Nationals,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,4
19154,Topps Now Spring Training,2017-01-01,0,0,–,0,0,0,0,0,0,1,4,5
19155,Topps Now World Baseball Classic,2017-01-01,3,0,–,0,0,0,0,2,1,1,21,55
19156,Topps Now World Baseball Classic Team Set,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,12
19157,Topps Now World Series,2017-01-01,0,0,–,0,0,0,0,0,0,0,2,27
19158,Topps Oakland A's X G-Eazy,2017-01-01,0,0,–,0,0,0,0,1,0,0,0,0
19159,Topps Oakland Athletics,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19160,"Topps on Demand 3,000 Hit Club",2017-01-01,0,0,–,0,0,0,0,0,0,6,26,147
19161,Topps on Demand 600 Home Run Club,2017-01-01,1,0,–,0,0,0,0,1,0,11,79,199
19162,Topps on Demand All-Star Game-Homage to '87,2017-01-01,0,0,–,0,0,0,1,0,3,6,40,171
19163,Topps on Demand Mini,2017-01-01,0,0,–,0,0,0,1,2,5,14,23,4
19164,Topps on Demand MLB Rookie Class,2017-01-01,0,0,–,0,0,0,0,0,3,26,111,288
19165,Topps on Demand MLB Rookie Class Roy Award Winner,2017-01-01,0,0,–,0,0,0,0,0,4,29,163,338
19166,Topps on Demand Postseason Heroes & Current Stars,2017-01-01,2,0,–,0,0,0,0,0,0,9,41,59
19167,Topps on Demand Postseason Heroes & Current Stars Postseason Impact,2017-01-01,0,0,–,0,0,0,0,0,1,1,2,2
19168,Topps on Demand Then & Now Dual,2017-01-01,0,0,–,0,0,0,0,0,0,6,20,13
19169,Topps Opening Day,2017-01-01,7,0,–,0,0,3,10,11,21,97,623,925
19170,Topps Opening Day 5X7,2017-01-01,0,0,–,0,0,0,0,0,1,1,1,0
19171,Topps Opening Day at the Ballpark,2017-01-01,1,0,–,0,0,0,0,0,0,0,0,1
19172,Topps Opening Day Autographs,2017-01-01,2,0,–,0,0,0,0,4,0,6,24,15
19173,Topps Opening Day Incredible Eats,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19174,Topps Opening Day Mascots,2017-01-01,0,0,–,0,0,0,0,0,0,1,6,6
19175,Topps Opening Day Mascots Autographs,2017-01-01,0,0,–,0,0,0,1,0,1,3,10,0
19176,Topps Opening Day MLB Stickers,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,10
19177,Topps Opening Day National Anthem,2017-01-01,0,0,–,0,0,0,0,0,0,3,25,27
19178,Topps Opening Day Opening Day Stars,2017-01-01,0,0,–,0,0,0,0,0,0,2,7,7
19179,Topps Opening Day Relics,2017-01-01,0,0,–,0,0,0,0,0,0,1,5,4
19180,Topps Opening Day Stadium Signatures,2017-01-01,0,0,–,0,0,0,0,0,0,4,11,18
19181,Topps Opening Day Superstar Celebrations,2017-01-01,0,0,–,0,0,0,0,0,0,1,4,14
19182,Topps Philadelphia Phillies,2017-01-01,0,0,–,0,0,1,1,0,4,6,7,3
19183,Topps Pittsburgh Pirates,2017-01-01,0,0,–,0,0,0,0,0,0,2,2,0
19184,Topps Postseason Performance Autographs,2017-01-01,0,0,–,0,0,0,0,0,0,1,5,3
19185,Topps Postseason Performance Autographs Relics,2017-01-01,0,0,–,0,0,0,1,0,0,1,2,3
19186,Topps Rediscover Topps Promo,2017-01-01,0,0,–,0,0,0,0,2,5,8,54,104
19187,Topps Rediscover Ultimate Card Giveaway Buyback,2017-01-01,1,0,–,0,1,1,6,5,15,27,24,6
19188,Topps Reverence Autograph Patch Relics,2017-01-01,0,0,–,0,0,0,0,0,2,1,6,0
19189,Topps Salute,2017-01-01,1,0,–,0,0,1,0,10,9,59,156,446
19190,Topps Salute Autograph,2017-01-01,1,0,–,0,0,0,0,0,2,8,26,32
19191,Topps San Diego Padres,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,1
19192,Topps Silver Pack Promo,2017-01-01,0,0,–,0,0,2,2,12,11,129,968,"2,332"
19193,Topps Silver Slugger Awards,2017-01-01,0,0,–,0,0,1,0,1,4,4,22,30
19194,Topps Sports Crate,2017-01-01,0,0,–,0,0,0,0,0,0,0,5,2
19195,Topps Stickers,2017-01-01,0,0,–,0,0,1,1,7,0,4,13,25
19196,Topps Throwback Thursday,2017-01-01,1,0,–,0,0,0,3,16,26,157,"1,204","2,475"
19197,Topps Tier One All-Star Patch 1/1,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19198,Topps Tier One Autographed Limited Lumber 1/1,2017-01-01,1,0,–,0,0,0,0,1,0,0,0,0
19199,Topps Tier One Autographed Prodigious Patches,2017-01-01,0,0,–,0,0,0,0,0,1,1,0,0
19200,Topps Tier One Autographed Relics,2017-01-01,0,0,–,0,0,0,0,0,1,2,14,3
19201,Topps Tier One Autographed Tier One Triple Relics,2017-01-01,1,0,–,0,0,0,0,0,0,0,0,0
19202,Topps Tier One Autographs,2017-01-01,0,0,–,0,0,0,0,1,11,16,14,2
19203,Topps Tier One Bat Knobs 1/1,2017-01-01,0,0,–,0,0,0,0,0,0,1,1,1
19204,Topps Tier One Break Out Autographs,2017-01-01,7,0,–,0,0,0,0,1,2,22,58,34
19205,Topps Tier One Clear One Autographs,2017-01-01,0,0,–,0,0,0,0,0,1,6,3,0
19206,Topps Tier One Cut Signatures,2017-01-01,0,0,–,0,0,0,0,0,0,2,0,0
19207,Topps Tier One Dual Autographs,2017-01-01,0,0,–,0,0,0,0,0,0,2,7,4
19208,Topps Tier One Legends Relics,2017-01-01,0,0,–,0,0,0,1,0,5,1,8,15
19209,Topps Tier One Legends Relics Dual,2017-01-01,0,0,–,0,0,0,0,0,0,0,3,0
19210,Topps Tier One Limited Lumber 1/1,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19211,Topps Tier One Prime Performers Autographs,2017-01-01,1,0,–,0,0,0,0,1,4,18,20,6
19212,Topps Tier One Prodigious Patches,2017-01-01,0,0,–,0,0,0,0,0,3,1,4,0
19213,Topps Tier One Relics,2017-01-01,0,0,–,0,0,0,0,2,4,28,18,1
19214,Topps Tier One Relics Dual,2017-01-01,0,0,–,0,0,0,0,0,1,6,0,0
19215,Topps Tier One Triple Autographs,2017-01-01,1,0,–,0,0,0,0,0,0,1,0,1
19216,Topps Toronto Blue Jays,2017-01-01,0,0,–,0,0,0,0,1,0,2,0,2
19217,Topps Transcendent 65th Anniversary Party '17 Topps Preview,2017-01-01,0,0,–,0,0,0,0,0,0,0,2,0
19218,Topps Transcendent 65th Anniversary Party Framed Autographs,2017-01-01,0,0,–,0,0,0,0,0,0,0,4,0
19219,Topps Transcendent Collection Icons,2017-01-01,0,0,–,0,0,0,0,0,0,2,60,99
19220,Topps Transcendent Collection MLB Moments Sketch Reproductions,2017-01-01,3,0,–,0,0,0,0,0,0,3,60,113
19221,Topps Transcendent Collection Topps History Aaron Judge,2017-01-01,5,0,–,0,0,0,1,1,8,103,918,800
19222,Topps Transcendent Collection Topps History Aaron Judge Autograph,2017-01-01,0,0,–,0,0,0,0,0,0,0,4,5
19223,Topps Transcendent Collection Topps History Aaron Judge Relic 1/1,2017-01-01,0,0,–,0,0,0,0,0,1,8,9,3
19224,Topps Transcendent Framed Autograph,2017-01-01,6,0,–,0,0,0,2,0,1,11,102,102
19225,Topps Transcendent MVP Cut Signatures 1/1,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,2
19226,Topps Transcendent Party Stamped Buybacks,2017-01-01,0,0,–,0,0,0,0,0,0,0,3,6
19227,Topps Tribute,2017-01-01,2,0,–,0,0,0,0,1,4,20,51,32
19228,Topps Tribute 2017 Rookies,2017-01-01,4,0,–,0,0,0,0,0,1,3,30,29
19229,Topps Tribute 5X7,2017-01-01,0,0,–,0,0,0,0,0,0,3,5,3
19230,Topps Tribute Autograph Patch,2017-01-01,0,0,–,0,0,0,0,0,0,0,7,2
19231,Topps Tribute Autographs,2017-01-01,10,0,–,0,0,0,0,1,13,48,83,41
19232,Topps Tribute Dual Relics,2017-01-01,0,0,–,0,0,0,0,0,0,1,1,1
19233,Topps Tribute Duel Autographs,2017-01-01,3,0,–,0,0,0,0,0,1,3,2,0
19234,Topps Tribute Generations of Excellence Shadowbox Autographs,2017-01-01,14,0,–,0,0,0,1,0,6,37,32,23
19235,Topps Tribute Milestone Relics,2017-01-01,2,0,–,0,0,0,0,0,0,0,2,1
19236,Topps Tribute Relics,2017-01-01,0,0,–,0,0,0,0,1,8,41,50,22
19237,Topps Tribute Stamp of Approval Relics,2017-01-01,0,0,–,0,0,0,0,1,0,9,19,9
19238,Topps Tribute Tribute to the Moment Autographs,2017-01-01,9,0,–,0,0,0,1,3,2,13,29,8
19239,Topps Tribute Walk-Off Autographs,2017-01-01,6,0,–,0,0,0,0,0,0,7,11,7
19240,Topps Triple Threads,2017-01-01,0,0,–,0,0,0,2,4,6,37,152,76
19241,Topps Triple Threads All-Star Majestic Logo Patch,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,1
19242,Topps Triple Threads All-Star Patches,2017-01-01,0,0,–,0,0,0,0,0,1,0,1,1
19243,Topps Triple Threads Autograph Relic Combos,2017-01-01,0,0,–,0,0,0,2,1,2,6,28,45
19244,Topps Triple Threads Autograph Relics,2017-01-01,3,0,–,0,0,0,2,3,4,14,55,81
19245,Topps Triple Threads Relic Combos,2017-01-01,0,0,–,0,0,0,2,0,0,2,13,9
19246,Topps Triple Threads Relics,2017-01-01,0,0,–,0,0,0,1,2,0,15,43,19
19247,Topps Triple Threads Relics Legend,2017-01-01,1,0,–,0,0,0,0,1,0,1,10,5
19248,Topps Triple Threads Rookie and Future Phenom Auto Relic,2017-01-01,1,0,–,0,0,0,0,1,0,16,48,42
19249,Topps Triple Threads Rookie Autograph,2017-01-01,0,0,–,0,0,0,0,0,1,7,7,1
19250,Topps Triple Threads Unity Autograph Jumbo Relic,2017-01-01,1,0,–,0,0,0,0,0,0,7,43,38
19251,Topps Triple Threads Unity Jumbo Relic,2017-01-01,0,0,–,0,0,0,2,3,4,13,36,16
19252,Topps Triple Threads World Baseball Classic Relics,2017-01-01,0,0,–,0,0,0,2,0,0,0,3,5
19253,Topps Triple Threads World Baseball Classic Relics Combos,2017-01-01,0,0,–,0,0,0,0,0,0,0,2,1
19254,Topps Twins,2017-01-01,1,0,–,0,0,0,0,0,0,0,0,0
19255,Topps Update,2017-01-01,46,0,–,1,2,12,48,125,379,"2,072","11,709","14,079"
19256,Topps Update 1987 Topps,2017-01-01,0,0,–,0,0,1,1,5,5,72,212,338
19257,Topps Update 1987 Topps Autographs,2017-01-01,2,0,–,0,0,0,1,1,1,5,57,188
19258,Topps Update All-Star Autograph Jumbo Patch,2017-01-01,0,0,–,0,0,0,0,0,0,2,2,1
19259,Topps Update All-Star Jumbo Patch,2017-01-01,0,0,–,0,0,0,0,0,0,0,2,0
19260,Topps Update All-Star Stitches Autographs,2017-01-01,0,0,–,0,0,0,0,0,1,3,4,2
19261,Topps Update All-Star Stitches Dual,2017-01-01,0,0,–,0,0,0,0,0,1,0,1,2
19262,Topps Update All-Star Stitches Dual Autographs,2017-01-01,0,0,–,0,0,0,0,0,0,1,4,5
19263,Topps Update All-Star Stitches Relic,2017-01-01,0,0,–,0,0,1,0,0,0,5,23,57
19264,Topps Update All-Star Stitches Triple,2017-01-01,0,0,–,0,0,0,0,0,1,0,2,0
19265,Topps Update Hank Aaron Award Commemorative Memorabilia,2017-01-01,0,0,–,0,0,1,0,2,4,18,30,23
19266,Topps Update Heroes of Autumn,2017-01-01,0,0,–,0,0,0,0,0,0,1,5,5
19267,Topps Update in the Name Letter Patch 1/1,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19268,Topps Update MLB Network,2017-01-01,2,0,–,0,0,0,0,1,0,0,1,3
19269,Topps Update MVP Award Commemorative Medallion,2017-01-01,0,0,–,0,1,0,0,0,9,18,17,9
19270,Topps Update MVP Award Winner,2017-01-01,0,0,–,0,0,0,0,0,0,1,17,44
19271,Topps Update Postseason Celebrations,2017-01-01,0,0,–,0,0,0,0,1,0,0,1,2
19272,Topps Update Storied World Series,2017-01-01,1,0,–,0,0,0,0,0,0,0,7,8
19273,Topps Update Topps All-Rookie Cup Reprints,2017-01-01,1,0,–,0,0,0,0,0,0,4,20,34
19274,Topps Update Topps All-Rookie Cup Reprints 5X7,2017-01-01,2,0,–,0,0,0,0,0,0,0,1,1
19275,Topps Update Topps Salute,2017-01-01,0,0,–,0,0,0,0,0,2,6,24,146
19276,Topps Update Topps Salute Autographs,2017-01-01,0,0,–,0,0,0,0,0,0,4,19,22
19277,Topps Update Untouchables,2017-01-01,0,0,–,0,0,0,0,0,1,2,3,3
19278,Topps Walmart Online Exclusive,2017-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19279,Topps Washington Nationals,2017-01-01,0,0,–,0,0,0,0,0,1,0,1,0
19280,Topps World Series Champion Autograph,2017-01-01,0,0,–,0,0,0,0,0,0,2,5,3
19281,Topps World Series Champion Autograph Relic,2017-01-01,0,0,–,0,0,0,0,0,0,0,0,5
19282,Topps World Series Champion Relic,2017-01-01,0,0,–,0,0,0,0,0,0,1,0,1
19283,2018 Topps Dynasty Cut Signature 1/1,2018-01-01,0,0,–,0,0,0,0,0,0,1,1,0
19284,Allen & Ginter Framed Mini Fabled Relics,2018-01-01,0,0,–,0,0,0,0,0,0,1,1,0
19285,Baseball Treasure MLB Coins,2018-01-01,0,0,–,0,0,1,1,1,2,0,1,0
19286,BBM 1st Version,2018-01-01,0,0,–,0,0,0,0,0,1,10,64,113
19287,BBM 1st Version Cross Signing,2018-01-01,0,0,–,0,0,0,0,0,0,2,0,2
19288,BBM 1st Version Cross Universe,2018-01-01,0,0,–,0,0,0,0,0,0,1,3,2
19289,BBM 1st Version Gemstone,2018-01-01,0,0,–,0,0,0,0,1,0,6,12,7
19290,BBM 1st Version Japonism,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,1
19291,BBM 2017 Dora-Ichi,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,2
19292,BBM 2nd Version,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,1
19293,BBM 2nd Version Ceremonial First Pitch,2018-01-01,0,0,–,0,0,0,0,0,1,4,18,19
19294,BBM 2nd Version Real Deal,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,0
19295,BBM Chunichi Dragons Silver Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,1,0,0
19296,BBM Fukuoka Softbank Hawks,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19297,BBM Fukuoka Softbank Hawks Authentic Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19298,BBM Fukuoka Softbank Hawks Silver Authentic Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,1,0,0
19299,BBM Fukuoka Softbank Hawks Undisputed,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19300,BBM Fusion,2018-01-01,1,0,–,0,0,0,0,0,0,0,0,0
19301,BBM Fusion Authentic Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,4,0
19302,BBM Fusion Ceremonial First Pitch,2018-01-01,1,0,–,0,0,0,0,0,0,2,3,3
