,Set Name,Year,Auth,PR1,FR1.5,GOOD2,VG3,VG‑EX4,EX5,EX‑MT6,NM7,NM‑MT8,MINT9,GEM‑MT10
19303,BBM Fusion First Punch,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19304,BBM Fusion Great Record,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19305,BBM Fusion Picturesque,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19306,BBM Genesis,2018-01-01,0,0,–,0,0,0,0,0,0,1,2,1
19307,BBM Genesis Authentic Ball Card Autographed,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,1
19308,BBM Genesis Authentic Memorabilia Card,2018-01-01,0,0,–,0,0,0,0,0,0,1,0,0
19309,BBM Genesis Cross Signings,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19310,BBM Genesis Elite of Nine,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19311,BBM Genesis Game Changer,2018-01-01,0,0,–,0,0,0,0,0,0,0,5,1
19312,BBM Glory,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,2
19313,BBM Glory Glorious 3D,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,0
19314,BBM Glory Ultra Xtal,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19315,BBM Grateful Days,2018-01-01,0,0,–,0,1,0,0,1,6,46,144,73
19316,BBM Grateful Days 3D,2018-01-01,0,0,–,0,0,0,0,1,4,21,40,8
19317,BBM Grateful Days Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19318,BBM Grateful Days Memorabilia,2018-01-01,0,0,–,0,0,0,1,0,3,13,23,7
19319,BBM Hanshin Tigers Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,1
19320,BBM Hanshin Tigers Marvelous Authentic Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19321,BBM Hawks 80th Anniversary,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19322,BBM Hawks 80th Anniversary Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,3
19323,BBM Hawks 80th Anniversary Celebration Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,0
19324,BBM Hiroshima Toyo Carp Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,1,0,3
19325,BBM Hiroshima Toyo Carp Royal Purple,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19326,BBM Hiroshima Toyo Carp Silver Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19327,BBM Hiroshima Toyo Carp Three-Peat 3D,2018-01-01,0,0,–,0,0,0,0,0,0,0,3,2
19328,BBM Hokkaido Nippon Ham Fighters,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19329,BBM Hokkaido Nippon Ham Fighters Ambitious Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,2
19330,BBM Hokkaido Nippon Ham Fighters Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19331,BBM Hokkaido Nippon Ham Fighters Royal Purple,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19332,BBM Icons Fanfare,2018-01-01,0,0,–,0,0,0,0,0,0,1,17,10
19333,BBM Icons Fanfare Printed Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,2,2,0
19334,BBM Orix Buffaloes Authentic Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,3,0
19335,BBM Rookie Edition,2018-01-01,0,0,–,0,0,0,0,1,0,12,91,114
19336,BBM Rookie Edition Glory 1st Round Draft Pick Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,0
19337,BBM Rookie Edition Great Promise,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19338,BBM Rookie Edition Premium,2018-01-01,0,0,–,0,0,0,0,0,0,2,24,22
19339,BBM Rookie Edition Premium Authentic Autographed Card,2018-01-01,1,0,–,0,0,0,0,0,0,2,5,2
19340,BBM Rookie Edition Premium Memorabilia,2018-01-01,0,0,–,0,0,0,0,0,0,1,1,1
19341,BBM Rookie Edition Premium Super Patch,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,0
19342,BBM Saitama Seibu Lions Authentic Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,2
19343,BBM Saitama Seibu Lions Picturesque Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19344,BBM Time Travel 1979 Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,2
19345,BBM Tohoku Rakuten Golden Eagles Authentic Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,1
19346,BBM Tokyo Yakult Swallows,2018-01-01,0,0,–,0,0,0,0,0,0,2,11,17
19347,BBM Tokyo Yakult Swallows Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,3,2
19348,BBM Tokyo Yakult Swallows Hopeful Teen,2018-01-01,0,0,–,0,0,0,0,0,0,1,11,13
19349,BBM Yokohama Dena Baystars Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19350,BBM Yokohama Dena Baystars Blue Flame,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19351,BBM Yokohama Dena Baystars Phantom,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19352,BBM Yomiuri Giants,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19353,BBM Yomiuri Giants My Generation,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19354,BBM Yomiuri Giants Phantom,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,0
19355,BBM Yomiuri Giants Triplex,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19356,Bowman,2018-01-01,34,1,–,0,4,14,49,155,338,"1,390","10,960","11,696"
19357,Bowman AFL Fall-Stars Game,2018-01-01,0,0,–,0,0,0,0,0,0,1,12,4
19358,Bowman All-America Game Autographs,2018-01-01,0,0,–,0,0,0,0,0,1,2,2,1
19359,Bowman Big League Breakthrough,2018-01-01,0,0,–,0,0,0,2,5,8,20,55,42
19360,Bowman Birthdays Chrome,2018-01-01,0,0,–,0,0,0,0,0,0,0,16,117
19361,Bowman Chrome,2018-01-01,16,0,–,1,1,3,6,38,78,694,"5,467","9,641"
19362,Bowman Chrome 2017 AFL Fall Stars,2018-01-01,1,0,–,0,0,0,3,3,1,14,175,406
19363,Bowman Chrome 2017 AFL Fall Stars MVP SP,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,3
19364,Bowman Chrome 2017 AFL Fall Stars MVP SP Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,1,2,3
19365,Bowman Chrome 2017 AFL Fall Stars Relics,2018-01-01,0,0,–,0,0,0,0,0,2,6,8,5
19366,Bowman Chrome Autograph Relics,2018-01-01,1,0,–,0,0,0,0,1,4,23,66,20
19367,Bowman Chrome Bowman Sterling Continuity,2018-01-01,2,0,–,0,0,0,2,1,0,40,451,"1,606"
19368,Bowman Chrome Bowman Sterling Continuity Autographs,2018-01-01,0,0,–,0,0,0,1,0,0,5,39,91
19369,Bowman Chrome Lucky Redemption Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,1,9,15
19370,Bowman Chrome National Convention,2018-01-01,0,0,–,0,0,1,2,4,7,25,451,566
19371,Bowman Chrome Peaks of Potential,2018-01-01,0,0,–,0,0,0,0,3,2,25,387,570
19372,Bowman Chrome Peaks of Potential Autographs,2018-01-01,0,0,–,0,0,0,0,1,1,19,117,67
19373,Bowman Chrome Prime Chrome Signatures,2018-01-01,0,0,–,0,0,1,0,0,4,10,65,71
19374,Bowman Chrome Prospects,2018-01-01,36,0,–,0,0,2,4,7,9,93,"1,732","2,632"
19375,Bowman Chrome Prospects Autographs,2018-01-01,23,0,–,1,6,4,19,50,53,430,"5,509","7,753"
19376,Bowman Chrome Rookie Autographs,2018-01-01,3,0,–,0,0,0,2,10,13,91,880,"1,057"
19377,Bowman Draft,2018-01-01,635,0,–,2,7,8,31,54,115,938,"14,315","27,229"
19378,Bowman Draft 1998 Bowman 20th Anniversary,2018-01-01,1,0,–,0,0,0,0,0,0,5,132,266
19379,Bowman Draft 1998 Bowman 20th Anniversary Autograph,2018-01-01,0,0,–,0,0,0,0,0,1,4,47,35
19380,Bowman Draft Bowman Sterling Continuity,2018-01-01,0,0,–,0,0,0,0,0,0,2,76,263
19381,Bowman Draft Bowman Sterling Continuity Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,5,25,47
19382,Bowman Draft Chrome Draft Picks Autographs,2018-01-01,44,0,–,2,1,3,13,47,79,782,"11,099","13,309"
19383,Bowman Draft Class of 2018 Autograph Chrome,2018-01-01,1,0,–,0,0,0,1,0,3,16,298,264
19384,Bowman Draft Draft Night Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,5,31,20
19385,Bowman Draft Franchise Futures Chrome,2018-01-01,2,0,–,0,0,0,0,1,0,1,21,37
19386,Bowman Draft Recommended Viewing Chrome,2018-01-01,0,0,–,0,0,0,0,0,0,2,30,40
19387,Bowman Draft Recommended Viewing Dual Autograph,2018-01-01,1,0,–,0,0,0,1,1,0,6,56,51
19388,Bowman Draft Top of the Class Box Toppers,2018-01-01,0,0,–,0,0,0,0,1,1,1,2,1
19389,Bowman Draft Under Armour All-American Autographs,2018-01-01,2,0,–,0,0,0,0,1,2,16,25,3
19390,Bowman Dual Prospect Chrome Autographs,2018-01-01,0,0,–,0,0,0,0,0,3,4,6,6
19391,Bowman High Tek,2018-01-01,10,0,–,0,0,1,0,3,27,310,"1,472","1,251"
19392,Bowman High Tek 1st Bowman Tek,2018-01-01,1,0,–,0,0,0,0,1,6,23,51,8
19393,Bowman High Tek Pyroteknics,2018-01-01,0,0,–,0,0,0,0,0,1,21,99,63
19394,Bowman High Tek Tides of Youth,2018-01-01,1,0,–,0,0,0,0,0,1,38,105,90
19395,Bowman Mega Box Chrome,2018-01-01,11,0,–,1,1,3,8,14,8,225,"2,906","5,852"
19396,Bowman Mega Box Chrome Mega Autographs,2018-01-01,0,0,–,0,0,1,0,0,1,9,195,255
19397,Bowman Mega Box Chrome Rookie of the Year Favorites,2018-01-01,2,0,–,0,0,0,3,5,7,25,536,524
19398,Bowman Mega Box Chrome Rookie of the Year Favorites Autographs,2018-01-01,0,0,–,0,0,0,0,2,0,1,23,136
19399,Bowman Mega Box Chrome Trending,2018-01-01,1,0,–,0,0,0,0,1,2,19,141,244
19400,Bowman Paper Prospects,2018-01-01,64,1,–,0,1,8,26,73,148,731,"5,310","6,142"
19401,Bowman Paper Prospects Autographs,2018-01-01,0,0,–,0,0,0,3,1,13,66,270,132
19402,Bowman Platinum,2018-01-01,1,0,–,0,0,2,0,18,33,207,"1,360","1,021"
19403,Bowman Platinum 80-Grade Prospect Autographs,2018-01-01,0,0,–,0,0,0,0,0,1,4,17,35
19404,Bowman Platinum Hunter Greene Short Prints,2018-01-01,0,0,–,0,0,0,0,0,0,2,7,5
19405,Bowman Platinum Platinum Cut Autographs,2018-01-01,0,0,–,0,0,0,0,1,0,6,38,43
19406,Bowman Platinum Platinum Patches,2018-01-01,0,0,–,0,0,0,0,0,0,1,3,0
19407,Bowman Platinum Platinum Presence,2018-01-01,2,0,–,0,0,0,0,1,0,3,66,150
19408,Bowman Platinum Platinum Rookie Auto Pieces,2018-01-01,0,0,–,0,0,0,0,1,3,10,6,1
19409,Bowman Platinum Prismatic Prodigies,2018-01-01,0,0,–,0,0,0,0,0,1,10,51,66
19410,Bowman Platinum Prismatic Prodigies Autographs,2018-01-01,1,0,–,0,0,0,0,0,0,1,9,8
19411,Bowman Platinum Rookie Revelations,2018-01-01,4,0,–,0,0,0,0,3,5,36,462,328
19412,Bowman Platinum Top Prospects,2018-01-01,11,0,–,0,0,0,2,13,28,205,957,472
19413,Bowman Prospect Autographs Chrome,2018-01-01,14,0,–,1,1,2,6,17,31,228,"3,413","4,222"
19414,Bowman Prospects Chrome,2018-01-01,63,0,–,2,1,7,19,72,59,562,"8,022","17,963"
19415,Bowman Rookie Autographs Chrome,2018-01-01,0,0,–,0,0,1,2,8,10,77,827,860
19416,Bowman Rookie of the Year Favorites Chrome,2018-01-01,3,0,–,0,0,0,0,1,2,17,199,555
19417,Bowman Rookie of the Year Favorites Chrome Autographs,2018-01-01,0,0,–,0,0,0,0,0,1,0,55,68
19418,Bowman Scouts' Top 100 Chrome,2018-01-01,20,0,–,0,2,6,16,21,15,84,940,"1,603"
19419,Bowman Sterling Continuity,2018-01-01,4,0,–,0,0,0,0,0,1,13,157,600
19420,Bowman Sterling Continuity Autographs,2018-01-01,0,0,–,0,0,0,0,1,2,3,37,85
19421,Bowman Talent Pipeline Chrome,2018-01-01,0,0,–,0,0,1,1,0,2,8,139,596
19422,Bowman Trending Chrome,2018-01-01,8,0,–,0,0,0,2,3,8,27,433,"2,019"
19423,Bowman Under Armour All-America Game,2018-01-01,4,0,–,0,0,0,0,1,1,7,16,9
19424,Bowman's Best,2018-01-01,2,0,–,1,3,0,6,25,18,104,"1,704","12,693"
19425,Bowman's Best 1998 Best Performers,2018-01-01,0,0,–,0,1,0,2,2,3,33,612,"1,842"
19426,Bowman's Best 1998 Best Performers Autographs,2018-01-01,3,0,–,0,0,0,2,0,1,17,205,322
19427,Bowman's Best Best of 2018 Autographs,2018-01-01,24,0,–,0,0,1,4,19,10,81,"1,744","4,897"
19428,Bowman's Best Dual Autographs,2018-01-01,0,0,–,0,0,0,0,1,0,4,7,28
19429,Bowman's Best Early Indications,2018-01-01,0,0,–,0,0,0,0,0,1,14,163,461
19430,Bowman's Best Early Indications Autographs,2018-01-01,0,0,–,0,0,0,0,1,1,12,114,181
19431,Bowman's Best Neophyte Sensations,2018-01-01,0,0,–,0,1,1,5,14,5,26,384,"1,228"
19432,Bowman's Best Power Producers,2018-01-01,1,0,–,0,1,0,0,5,6,32,553,"2,027"
19433,Bowman's Best Top Prospects,2018-01-01,4,0,–,0,0,1,6,2,7,33,620,"2,701"
19434,Calbee 1st Draft Picks,2018-01-01,0,0,–,0,0,0,0,2,0,4,13,11
19435,Calbee Star Card,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,2
19436,Epoch Award Winners Holospectra,2018-01-01,0,0,–,0,0,0,0,0,0,1,0,0
19437,Epoch Award Winners Signature Baseballs,2018-01-01,1,0,–,0,0,0,0,0,0,0,0,0
19438,Epoch Chunichi Dragons Rookies & Stars,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,30
19439,Epoch Chunichi Dragons Rookies & Stars Signature,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19440,Epoch Chunichi Dragons Stars & Legends Signatures,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19441,Epoch Hanshin Tigers Stars & Legends Authentic Signatures,2018-01-01,0,0,–,0,0,0,0,0,0,1,0,1
19442,Epoch Hanshin Tigers Stars & Legends Uniform,2018-01-01,0,0,–,0,0,0,0,0,0,0,3,0
19443,Epoch Hiroshima Toyo Carp Rookies & Stars Signatures,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19444,Epoch Hiroshima Toyo Carp Stars & Legends Authentic Signature,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,1
19445,Epoch Hiroshima Toyo Carp Stars & Legends Uniform Patch,2018-01-01,0,0,–,0,0,0,0,0,2,0,0,0
19446,Epoch Hokkaido Nippon Ham Fighters Season Acheivements & 15th Anniversary Legends Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,3
19447,Epoch Hokkaido Nippon Ham Fighters Season Achievements,2018-01-01,0,0,–,0,0,0,0,0,0,1,3,1
19448,Epoch Legends of Yokohama Legendary Signatures,2018-01-01,2,0,–,0,0,0,0,0,0,0,1,0
19449,Epoch Npb,2018-01-01,0,0,–,0,0,0,0,0,0,0,3,2
19450,Epoch Npb Holospectra,2018-01-01,0,0,–,0,0,0,0,0,0,1,1,0
19451,Epoch Npb Silver Foil,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,1
19452,Epoch OB Club Batting Leaders Holografica Signatures,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19453,Epoch OB Club Batting Leaders Holografica Slugger Signatures,2018-01-01,0,0,–,0,0,0,0,0,0,1,0,1
19454,Epoch OB Club Career Achievements,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19455,Epoch OB Club Career Achievements Authentic Signatures,2018-01-01,0,0,–,0,0,0,0,0,1,1,2,0
19456,Epoch OB Club Career Achievements Baseball Signatures,2018-01-01,0,0,–,0,0,0,0,0,0,1,0,0
19457,Epoch OB Club Career Achievements Tribute to the Past Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,1,2,0
19458,Epoch One,2018-01-01,0,0,–,0,0,0,0,0,0,1,3,11
19459,Epoch Orions-Marines 50th Anniversary Autographs,2018-01-01,0,0,–,0,0,0,0,0,1,1,2,1
19460,Epoch Orix Buffaloes Stars & Legends,2018-01-01,0,0,–,0,0,0,0,0,1,2,1,0
19461,Epoch Orix Buffaloes Stars & Legends Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,1,2,0
19462,Epoch Pacific League Premier Edition Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,3
19463,Epoch Pacific League Premier Edition Gem,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,2
19464,Epoch Pacific League Rookies Authentic Signatures,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,1
19465,Epoch Saitama Seibu Lions 40th Anniversary Authentic Signatures I,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19466,Epoch Saitama Seibu Lions 40th Anniversary Authentic Signatures I Vertical,2018-01-01,0,0,–,0,0,0,0,1,0,0,0,0
19467,Epoch Saitama Seibu Lions Season Achievements Rookie Signatures,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19468,Epoch Tokyo Yakult Swallows Rookies & Stars,2018-01-01,0,0,–,0,0,0,1,0,0,0,9,32
19469,Epoch Tokyo Yakult Swallows Rookies & Stars Authentic Signatures,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,5
19470,Epoch Tokyo Yakult Swallows Rookies & Stars Holografica,2018-01-01,0,0,–,0,0,0,0,0,0,1,2,0
19471,Epoch Tokyo Yakult Swallows Rookies & Stars Rising,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19472,Epoch Tokyo Yakult Swallows Stars & Legends,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,1
19473,Epoch Tokyo Yakult Swallows Stars & Legends Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,0,3,2
19474,Epoch Yakult Swallows 40th Anniversary of First Victory Authentic Combo Signatures,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,0
19475,Epoch Yokohama Dena Baystars Rookies & Stars Authentic Signatures,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19476,Finest,2018-01-01,4,0,–,1,4,2,6,11,19,111,"1,216","2,624"
19477,Finest Autographs,2018-01-01,5,0,–,0,0,0,1,1,4,48,661,596
19478,Finest Finest Careers Die-Cut,2018-01-01,0,0,–,0,0,0,0,2,1,0,10,31
19479,Finest Finest Careers Die-Cut Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,3,14,7
19480,Finest Finest Cornerstones,2018-01-01,0,0,–,0,0,0,0,1,1,5,60,238
19481,Finest Finest Cornerstones Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,3,20,34
19482,Finest Finest Firsts,2018-01-01,0,0,–,0,0,0,0,2,2,4,123,496
19483,Finest Finest Hour Autographs,2018-01-01,0,0,–,0,0,0,1,0,0,8,61,186
19484,Finest Firsts Autographs,2018-01-01,0,0,–,0,0,0,1,0,3,13,197,318
19485,Finest Mystery Redemption Autographs,2018-01-01,2,0,–,0,0,0,0,1,3,9,36,22
19486,Finest Original Buyback Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,1,0,0
19487,Finest Sitting Red,2018-01-01,1,0,–,0,0,0,0,3,0,7,44,155
19488,Finest Sitting Red Autographs,2018-01-01,0,0,–,0,0,0,1,0,0,2,5,7
19489,Grandstand Fort Myers Miracle,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19490,Grandstand Hudson Valley Renegades,2018-01-01,0,0,–,0,0,0,0,0,1,1,0,0
19491,Leaf Baseball Ohtani,2018-01-01,0,0,–,0,0,0,1,0,6,40,237,150
19492,Leaf Best of Baseball,2018-01-01,0,0,–,0,0,0,0,0,0,0,11,4
19493,Leaf Draft Ohtani Draft Silver,2018-01-01,1,0,–,0,0,0,0,4,0,8,228,808
19494,Leaf Draft Ohtani Draft Stars,2018-01-01,0,0,–,0,0,1,0,0,5,23,81,103
19495,Leaf Flash Autographs,2018-01-01,7,0,–,0,0,0,0,1,0,7,106,353
19496,Leaf Flash Flash of Brilliance Autographs,2018-01-01,0,0,–,0,0,0,0,1,0,13,64,139
19497,Leaf Flash Flash Photography Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,11,36
19498,Leaf Flash Metal Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,2
19499,Leaf Hall of Fame Baseball Cut Signature Edition,2018-01-01,0,0,–,0,0,0,0,0,1,0,1,0
19500,Leaf History of Baseball Cut Signature,2018-01-01,0,0,–,0,0,1,5,0,2,1,0,0
19501,Leaf Metal Draft Autograph,2018-01-01,3,0,–,0,0,0,0,3,1,21,166,355
19502,Leaf Metal Draft Flashback 2017 Autographs,2018-01-01,0,0,–,0,0,0,1,1,1,8,46,26
19503,Leaf Metal Draft Icard Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,1,13,23
19504,Leaf Metal Draft National Pride Autograph,2018-01-01,0,0,–,0,0,0,0,2,2,5,34,20
19505,Leaf Metal Draft State Pride Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,1,1,7
19506,Leaf Metal Draft Top Picks Autographs,2018-01-01,1,0,–,0,0,0,0,0,0,2,19,88
19507,Leaf Metal Perfect Game All-American Autograph,2018-01-01,4,0,–,0,0,0,0,0,1,7,46,47
19508,Leaf Metal Perfect Game All-American Autographme All-American Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,1
19509,Leaf Metal Perfect Game All-American Direct Autographs,2018-01-01,0,0,–,0,0,0,0,0,1,1,2,6
19510,Leaf Metal Perfect Game All-American Gameday Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,0,4,12
19511,Leaf Metal Perfect Game All-American Patch Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,6,6
19512,Leaf Metal Perfect Game All-American Quad Patch Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,2,1,1
19513,Leaf Ohtani Draft Year,2018-01-01,0,0,–,0,0,0,0,0,2,11,113,726
19514,Leaf Ohtani Draft Year Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,20
19515,Leaf Ohtani Legends Exclusive Edition,2018-01-01,0,0,–,0,0,0,0,0,1,17,74,143
19516,Leaf Ohtani Premier Rookie Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,1,0,4
19517,Leaf Ohtani Retail,2018-01-01,0,0,–,1,1,1,8,5,22,58,272,242
19518,Leaf Perfect Game All-American Classic Direct,2018-01-01,1,0,–,0,0,0,0,0,0,0,0,3
19519,Leaf Perfect Game All-American Classic Game-Day,2018-01-01,0,0,–,0,0,0,0,0,0,1,0,0
19520,Leaf Perfect Game National Showcase,2018-01-01,0,0,–,0,0,0,0,1,0,1,9,15
19521,Leaf Perfect Game National Showcase Autograph,2018-01-01,2,0,–,0,0,2,1,1,1,4,48,48
19522,Leaf Perfect Game National Showcase Metal Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,1,6,2
19523,Leaf Perfect Game National Showcase Metal Autograph PG Etch,2018-01-01,0,0,–,0,0,0,0,0,0,6,26,11
19524,Leaf Perfect Game National Showcase Patch Autograph,2018-01-01,1,0,–,1,0,0,0,0,0,2,13,7
19525,Leaf Premier Rookies,2018-01-01,0,0,–,0,0,0,1,7,9,42,324,686
19526,Leaf Rookie Debut Clear Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,0,2,0
19527,Leaf Rookie Ohtani Achievement,2018-01-01,0,0,–,0,0,0,0,4,1,21,135,993
19528,Leaf Rookie Ohtani Achievement Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,22
19529,Leaf Rookie Ohtani Exclusive Flag,2018-01-01,1,0,–,0,0,2,0,1,3,9,175,591
19530,Leaf Special Release Baseball,2018-01-01,2,0,–,0,0,0,0,0,1,0,0,0
19531,Leaf Special Release Draft Silver Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,4,14,9
19532,Leaf Special Release Rookie,2018-01-01,0,0,–,0,0,0,0,0,1,0,2,17
19533,Leaf Special Release Rookie Silver,2018-01-01,1,0,–,0,0,0,0,0,0,0,1,1
19534,Leaf Special Release Rookie Year,2018-01-01,0,0,–,0,0,0,0,0,0,0,0,6
19535,Leaf Special Release Top Prospect,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19536,Leaf Trinity Clear Autographs,2018-01-01,0,0,–,0,0,0,1,1,0,24,43,5
19537,Leaf Trinity Patch Autograph,2018-01-01,5,0,–,0,0,0,2,4,3,20,79,69
19538,Leaf Trinity Signatures,2018-01-01,2,0,–,0,0,0,0,0,2,8,41,74
19539,Leaf Ultimate Draft 1990 Leaf Autographs,2018-01-01,2,0,–,0,0,0,0,0,1,12,99,46
19540,Leaf Ultimate Draft 1991 Leaf Rookie Autographs,2018-01-01,0,0,–,0,0,1,0,1,2,12,37,17
19541,Leaf Ultimate Draft 1992 Leaf Black Gold Autographs,2018-01-01,2,0,–,0,0,0,0,0,1,24,26,3
19542,Leaf Valiant,2018-01-01,5,0,–,0,1,0,0,0,3,15,159,208
19543,Leaf Valiant Rising Stock Autograph,2018-01-01,2,0,–,0,0,0,0,0,2,11,82,69
19544,Leaf Valiant Ticket to the Show Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,1,16,14
19545,Onyx Platinum Elite Autograph,2018-01-01,0,0,–,0,0,0,0,0,0,0,1,0
19546,Panini Chronicles,2018-01-01,5,0,–,0,0,0,1,4,6,69,298,257
19547,Panini Chronicles Autographs,2018-01-01,0,0,–,0,0,0,0,0,0,1,8,2
19548,Panini Chronicles Classics,2018-01-01,2,0,–,0,0,1,1,2,5,16,131,455
19549,Panini Chronicles Classics Classic Singles,2018-01-01,1,0,–,0,0,0,0,1,2,2,0,0
19550,Panini Chronicles Contenders Optic,2018-01-01,1,0,–,0,1,0,0,5,4,54,397,384
19551,Panini Chronicles Contenders Season Ticket Autographs,2018-01-01,3,0,–,0,0,0,0,1,5,15,56,15
19552,Panini Chronicles Cornerstones,2018-01-01,0,0,–,0,0,0,2,2,3,19,17,3
19553,Panini Chronicles Cornerstones Reserve Materials,2018-01-01,1,0,–,0,0,0,0,1,1,5,2,0
19554,Panini Chronicles Cornerstones Rookie Autograph Relics,2018-01-01,0,0,–,0,0,0,1,0,4,31,16,4
19555,Panini Chronicles Cornerstones Rookie Reserve Signatures,2018-01-01,1,0,–,0,0,0,0,2,3,11,2,0
19556,Panini Chronicles Crown Royale Heirs to the Throne,2018-01-01,0,0,–,0,0,0,0,0,1,1,0,0
19557,Panini Chronicles Crusade,2018-01-01,0,0,–,0,0,0,0,0,4,41,371,604
19558,Panini Chronicles Crusade Signatures,2018-01-01,0,0,–,0,0,0,0,0,0,1,7,5
19559,Panini Chronicles Donruss Optic Rated Rookies,2018-01-01,0,0,–,0,0,1,0,5,5,41,446,400
19560,Panini Chronicles Donruss Rated Rookies,2018-01-01,0,0,–,0,0,0,3,4,10,36,163,300
19561,Panini Chronicles Illusions,2018-01-01,1,0,–,0,0,0,0,6,19,137,432,102
